maxPrice,essence,diesel,hybrid,elec,manual,auto,id
21000,f,t,f,f,t,f,2095
27000,f,t,f,f,t,f,2097
26000,f,t,f,f,t,f,2098
22000,f,t,f,f,t,f,2099
21000,f,t,f,f,t,f,2100
21000,f,f,f,f,f,f,2101
24000,f,t,f,f,t,f,2102
-1,f,f,f,f,f,f,2103
21000,f,t,f,f,f,f,2106
22000,f,t,f,f,t,f,2108
21000,f,t,f,f,t,f,2115
21000,f,t,f,f,f,f,2107
22000,f,t,f,f,t,f,2109
48000,f,t,f,f,t,f,2110
22000,f,t,f,f,t,f,2111
-1,f,f,f,f,f,f,2113
22000,f,t,f,f,t,f,2112
22000,f,t,f,f,t,f,2114
21000,f,t,f,f,t,f,2119
22000,f,t,f,f,t,f,2116
-1,f,f,f,f,f,f,2117
22000,f,t,f,f,t,f,2118
22000,f,t,f,f,t,f,2120
21000,f,t,f,f,t,f,2124
22000,f,t,f,f,t,f,2121
22000,f,t,f,f,t,f,2123
21000,f,t,f,f,t,f,2122
22000,f,t,f,f,t,f,2125
22000,f,t,f,f,f,f,2126
22000,f,t,f,f,t,f,2128
22000,f,t,f,f,t,f,2129
21000,f,t,f,f,t,f,2127
-1,f,f,f,f,f,f,2131
22000,f,t,f,f,t,f,2130
46000,t,t,f,f,t,f,2135
22000,f,t,f,f,t,f,2132
-1,f,f,f,f,f,f,2134
22000,f,t,f,f,t,f,2133
22000,f,t,f,f,t,f,2136
-1,f,f,f,f,f,f,2137
-1,f,t,f,f,t,f,2138
21000,f,t,f,f,t,f,2139
22000,f,t,f,f,t,f,2140
22000,f,t,f,f,t,f,2141
22000,f,t,f,f,t,f,2142
22000,f,t,f,f,t,f,2143
22000,f,t,f,f,t,f,2144
-1,f,f,f,f,f,f,2145
-1,f,f,f,f,f,f,2146
21000,f,t,f,f,f,f,2147
-1,f,t,f,f,f,f,2148
21000,f,t,f,f,t,f,2149
